source,target,weight,bot_event_count
svdimchenko,vargacypher,1,4
svdimchenko,vincbeck,1,4
svdimchenko,ying-w,1,4
jakubgs,amitmiran137,1,0
jakubgs,crsantini,1,0
jakubgs,junlincc,1,0
jakubgs,nytai,1,0
jakubgs,villebro,1,0
chonyy,betodealmeida,1,0
chonyy,hughhhh,1,0
chonyy,rusackas,1,0
TColl,junlincc,1,0
dangal95,drdenzy,1,4
dangal95,eladkal,1,4
lakeron,rusackas,1,0
mrshu,eladkal,1,4
mrshu,gedOHub,1,4
mrshu,kaxil,1,4
mrshu,lakeron,1,4
mrshu,vikramkoka,1,4
brylie,mik-laj,1,1
Rishabhraghwendra18,junlincc,1,0
Rishabhraghwendra18,rwspielman,1,0
Rishabhraghwendra18,villebro,1,0
bkyryliuk,ephraimbuddy,1,0
bkyryliuk,kaxil,1,0
fancyfreeman,Qiuzhuang,1,1
fancyfreeman,jhtimmins,1,1
fancyfreeman,kaxil,1,1
fancyfreeman,kevsjh,1,1
fancyfreeman,uplsh580,1,1
fancyfreeman,vikramkoka,1,1
alittlesliceoftom,eladkal,1,0
alittlesliceoftom,vikramkoka,1,0
pl77,JasonPierce,1,0
pl77,Swalloow,1,0
pl77,don4of4,1,0
pl77,karakanb,1,0
pl77,kaxil,1,0
pl77,omarish,1,0
pl77,potiuk,1,0
pl77,vikramkoka,1,0
DRavikanth,potiuk,2,1
DRavikanth,ashb,1,1
DRavikanth,eladkal,1,1
DRavikanth,mik-laj,1,1
etadelta222,DougForrest,1,1
etadelta222,kaxil,1,1
etadelta222,potiuk,1,1
etadelta222,yibinlin,1,1
TheRum,ferruzzi,1,1
TheRum,glingle05,1,1
TheRum,kaxil,1,1
TheRum,ldaugusto,1,1
TheRum,vikramkoka,1,1
piffall,PayneZx,1,3
piffall,bkyryliuk,1,3
piffall,danielewood,1,3
piffall,jbguerraz,1,3
piffall,pedrosalgadowork,1,3
piffall,penghuo,1,3
piffall,rusackas,1,3
oleg-savko,ConstantinoSchillebeeckx,1,0
oleg-savko,Gunnnn,1,0
oleg-savko,ManiBharataraju,1,0
oleg-savko,YoavGaudin,1,0
oleg-savko,asitstands,1,0
oleg-savko,edjeffery,1,0
oleg-savko,eladkal,1,0
oleg-savko,pierrejeambrun,1,0
oleg-savko,potiuk,1,0
oleg-savko,romj4k3,1,0
oleg-savko,uranusjr,1,0
oleg-savko,vikramkoka,1,0
oleg-savko,zacharya19,1,0
snehlata08,vikramkoka,1,1
snehlata08,xinbinhuang,1,1
mvoitko,Bisk1,1,1
mvoitko,Joffreybvn,1,1
mvoitko,ThuanDoHung,1,1
mvoitko,calfzhou,1,1
mvoitko,ephraimbuddy,1,1
mvoitko,jscheffl,1,1
mvoitko,potiuk,1,1
mvoitko,soidamientrung,1,1
soidamientrung,AbhishekOnedigital,1,0
soidamientrung,Badgerr,1,0
soidamientrung,cw1427,1,0
soidamientrung,mlkkkfriend,1,0
soidamientrung,ngurmen,1,0
soidamientrung,rusackas,1,0
soidamientrung,sfirke,1,0
ruslan-murzag,Ananda2k22,1,1
ruslan-murzag,dosu,1,1
ruslan-murzag,mistercrunch,1,1
ruslan-murzag,rusackas,1,1
ruslan-murzag,varun-verma-code,1,1
ImmortalLotus,sfirke,1,0
jayarjo,eladkal,1,1
jayarjo,mik-laj,1,1
jayarjo,potiuk,1,1
jayarjo,sophiely,1,1
jayarjo,utkarsharma2,1,1
alekseyolg,abhishek-kgen,1,0
alekseyolg,rusackas,1,0
alekseyolg,sharavara,1,0
nicklip,DamiraReicherd,1,2
nicklip,Ibby-B,1,2
nicklip,junlincc,1,2
nicklip,kyledufrane,1,2
nicklip,machzqcq,1,2
nicklip,matteofazio,1,2
nicklip,micimize,1,2
nicklip,mona-mk,1,2
nicklip,nategivens,1,2
nicklip,rfdccarvalho,1,2
nicklip,rusackas,1,2
nicklip,vialcollet,1,2
snowsky,AidanHarveyNelson,1,0
snowsky,Mirieri,1,0
snowsky,dmuldoonadl,1,0
snowsky,havedill,1,0
snowsky,hrikken,1,0
snowsky,lf-floriandin,1,0
snowsky,michael-s-molina,1,0
snowsky,rusackas,1,0
snowsky,spars57,1,0
KanaSukita,betodealmeida,1,0
KanaSukita,rusackas,1,0
PasunuriSrinidhi,dpgaspar,1,0
PasunuriSrinidhi,rusackas,1,0
PasunuriSrinidhi,tooptoop4,1,0
dim-ops,Adminyoungmarsnet,1,0
dim-ops,atulkjaiswal,1,0
dim-ops,jgournet,1,0
dim-ops,mdeshmu,1,0
dim-ops,mistercrunch,1,0
dim-ops,ninjadig,1,0
dim-ops,nytai,1,0
dim-ops,piby180,1,0
dim-ops,rahuludaiwal599,1,0
dim-ops,rusackas,1,0
dim-ops,yash-sec,1,0
matheus-rossi,BowenXiao1999,1,2
matheus-rossi,LucaSoato,1,2
matheus-rossi,earlev4,1,2
matheus-rossi,francishemingway,1,2
matheus-rossi,metaperl,1,2
matheus-rossi,phifa,1,2
matheus-rossi,vietvudanh,1,2
matheus-rossi,villebro,1,2
zorro-gridi,DharmenderKaushik,1,0
zorro-gridi,EBoisseauSierra,1,0
zorro-gridi,SharonCastel,1,0
zorro-gridi,betodealmeida,1,0
zorro-gridi,rusackas,1,0
zorro-gridi,srinisubramanian,1,0
zorro-gridi,unnyns-307,1,0
zorro-gridi,villebro,1,0
yalattas,andrzejmartyna,1,3
yalattas,betodealmeida,1,3
yalattas,carusooo,1,3
yalattas,ddxv,1,3
yalattas,fertek,1,3
yalattas,geido,1,3
yalattas,junlincc,1,3
yalattas,mannbl,1,3
yalattas,maxcapraro,1,3
yalattas,rusackas,1,3
yalattas,sebastianliebscher,1,3
yalattas,toch,1,3
yalattas,villebro,1,3
EamonKeane,alldoami,1,0
EamonKeane,asemprini,1,0
EamonKeane,danbtl,1,0
EamonKeane,ggmblr,1,0
EamonKeane,nrav1360,1,0
EamonKeane,rusackas,1,0
EamonKeane,wiktor2200,1,0
JoeJordan1,Robin-Brandt,1,3
JoeJordan1,craig-rueda,1,3
JoeJordan1,hughhhh,1,3
JoeJordan1,junlincc,1,3
JoeJordan1,mistercrunch,1,3
JoeJordan1,qiaofeng1227,1,3
JoeJordan1,qqliang,1,3
JoeJordan1,rusackas,1,3
JoeJordan1,sfirke,1,3
JoeJordan1,youngsol,1,3
xiaoqufengdi,dosu,2,4
candy4290,Ovilia,1,2
xiezhongfu,Ovilia,1,4
Kyeongan,Meizuamy,1,0
Kyeongan,amravazzi,1,0
Kyeongan,clear-m,1,0
Kyeongan,damnko,1,0
Kyeongan,inetfuture,1,0
Kyeongan,matustema,1,0
Kyeongan,mona-mk,1,0
Kyeongan,nytai,1,0
Kyeongan,spcvalente,1,0
Kyeongan,techian-sp,1,0
Kyeongan,vikt0rs,1,0
Kyeongan,willbarrett,1,0
bryan-oliveira,JonasMa,1,5
bryan-oliveira,JunlinZhu-Tommy,1,5
bryan-oliveira,KingsleyNguyenNTU,1,5
bryan-oliveira,Kyeongan,1,5
bryan-oliveira,LongToeBoy,1,5
bryan-oliveira,MattinaYang,1,5
bryan-oliveira,Ovilia,1,5
bryan-oliveira,PestoP,1,5
bryan-oliveira,Qinao1,1,5
bryan-oliveira,aemooooon,1,5
bryan-oliveira,agustinclarity,1,5
bryan-oliveira,alexrichardsweb,1,5
bryan-oliveira,amygroshek,1,5
bryan-oliveira,anthonyadamski,1,5
bryan-oliveira,bingDBdu,1,5
bryan-oliveira,braniubojni,1,5
bryan-oliveira,bryanmillerph,1,5
bryan-oliveira,devsigner-xyz,1,5
bryan-oliveira,evalcraciun,1,5
bryan-oliveira,hamzadigi,1,5
bryan-oliveira,hjs801012,1,5
bryan-oliveira,hks2002,1,5
bryan-oliveira,infacto,1,5
bryan-oliveira,just-Bri,1,5
bryan-oliveira,madlife12327,1,5
bryan-oliveira,mixonic,1,5
bryan-oliveira,nztraveler,1,5
bryan-oliveira,oleksandr-kupenko,1,5
bryan-oliveira,renartius,1,5
bryan-oliveira,testforworkhh,1,5
bryan-oliveira,vandelpavel,1,5
bryan-oliveira,vir46,1,5
bryan-oliveira,zekraouin,1,5
sjk7524068,juanmantelli,1,0
sjk7524068,manan9676,1,0
soniagtm,FiiL123,1,0
soniagtm,betodealmeida,1,0
soniagtm,dpgaspar,1,0
soniagtm,dwierenga,1,0
soniagtm,massynmantel,1,0
soniagtm,rusackas,1,0
soniagtm,sfirke,1,0
soniagtm,wjf136,1,0
xiongjiamu,michael-s-molina,1,0
joshuaclausen,Ovilia,1,0
joshuaclausen,plainheart,1,0
michael-s-molina,Ovilia,1,2
michael-s-molina,aspectie,1,2
michael-s-molina,plainheart,1,2
villebro,makso94,1,5
villebro,Ovilia,3,14
villebro,susiwen8,2,9
villebro,wqzwh,1,4
villebro,100pah,1,8
villebro,jbest,1,8
villebro,pissang,2,11
villebro,simmonfang,1,5
villebro,aspectie,1,2
villebro,plainheart,1,2
jpike88,D3nn3,1,4
jpike88,DevHerrera,1,4
jpike88,Manoj1881,1,4
jpike88,PedroPini,1,4
jpike88,TheRum,1,4
jpike88,etothexipi,1,4
jpike88,jessicaxyl,1,4
jpike88,junlincc,1,4
jpike88,kristw,1,4
jpike88,med4it,1,4
jpike88,shucle-devops,1,4
jpike88,srggrs,1,4
jpike88,zygeilit,1,4
gaogaoinvincible,daoke0818,1,6
gaogaoinvincible,plainheart,1,6
frainfreeze,Antonio-RiveroMartnez,1,0
frainfreeze,FadeiKholyavo,1,0
frainfreeze,JollyGood97,1,0
frainfreeze,apole,1,0
frainfreeze,eschutho,1,0
frainfreeze,hug0b,1,0
frainfreeze,jean-baka,1,0
frainfreeze,jfrag1,1,0
frainfreeze,leandroembu,1,0
frainfreeze,lilykuang,1,0
frainfreeze,rusackas,1,0
frainfreeze,waleedshabbir1,1,0
frainfreeze,zs-err,1,0
ahmadalibaloch,MrMrsic,1,0
ahmadalibaloch,bhutanict,1,0
ahmadalibaloch,hughhhh,1,0
ahmadalibaloch,star-fork,1,0
ahmadalibaloch,zhaoyongjie,1,0
ahmadalibaloch,Asturias-sam,1,1
ahmadalibaloch,Julien-Fruteau,1,1
ahmadalibaloch,bkyryliuk,1,1
ahmadalibaloch,hemajv,1,1
robshep,dosu,1,2
Always-prog,Jakub-Plan-d-k,1,10
Always-prog,Ovilia,1,10
Always-prog,SevenOutman,1,10
Always-prog,hughess,1,10
Always-prog,james-astra,1,10
PrabuSarvesan,Ovilia,1,7
PrabuSarvesan,fuchunhui,1,7
andrearoota,C-monC,1,0
andrearoota,GeorgeSpring,1,0
andrearoota,TrendTech,1,0
andrearoota,bumasl,1,0
andrearoota,eschutho,1,0
andrearoota,garystafford,1,0
andrearoota,mAd-DaWg,1,0
andrearoota,novice-gamer,1,0
andrearoota,sjmillius,1,0
vincentbernat,pasqualtroncone,1,0
vincentbernat,rusackas,1,0
vincentbernat,shreesham,1,0
vincentbernat,srinify,1,0
LeoDiep,108EAA0A,1,3
LeoDiep,Creatium,1,3
LeoDiep,Ovilia,1,3
LeoDiep,Shaq76,1,3
LeoDiep,sjcobb,1,3
jitendra-dangi,Balamuralia,1,0
jitendra-dangi,FedericoCalonge,1,0
jitendra-dangi,amitmiran137,1,0
jitendra-dangi,betodealmeida,1,0
jitendra-dangi,etr2460,1,0
jitendra-dangi,jayakrishnankk,1,0
jitendra-dangi,john-bodley,1,0
jitendra-dangi,junlincc,1,0
jitendra-dangi,tomasfarias,1,0
jitendra-dangi,vivek-kandhvar,1,0
vivek-kandhvar,dileepyelleti,1,6
qlandman,geido,1,0
qlandman,michellethomas,1,0
qlandman,redsquare,1,0
qlandman,villebro,1,0
junlincc,Chellhooo,1,2
junlincc,Ovilia,2,10
junlincc,pe-3,1,2
junlincc,pissang,2,10
junlincc,100pah,1,8
junlincc,jbest,1,8
maltoze,Ovilia,1,7
maltoze,dengber,1,7
maltoze,zoffyzhang,1,7
septatrix,Kittywyk,1,6
septatrix,MohammedAlSafwanOld,1,6
septatrix,Ovilia,1,6
septatrix,baiyuhong,1,6
septatrix,bkmgit,1,6
septatrix,cgcdev0512,1,6
septatrix,frankyaorenjie,1,6
septatrix,pissang,1,6
septatrix,plainheart,2,11
septatrix,wangjiawen2013,1,6
septatrix,dohuuhuy,1,5
septatrix,sparr,1,5
septatrix,triajidhan,1,5
pouria-ariafar,armfem,1,0
pouria-ariafar,deepak13tekwani,1,0
pouria-ariafar,dpgaspar,1,0
pouria-ariafar,kumarprahlad,1,0
pouria-ariafar,leonardogmachado,1,0
pouria-ariafar,mistercrunch,1,0
pouria-ariafar,mstainsbury,1,0
pouria-ariafar,rajeshkorandla,1,0
pouria-ariafar,userkdg,1,0
pouria-ariafar,willbarrett,1,0
cyang52,plainheart,3,37
cyang52,Ovilia,2,29
cyang52,quillblue,1,10
pingf,Alfran007,1,1
pingf,icesx,1,1
pingf,karen-pal,1,1
pingf,ravijabe,1,1
pingf,sedhha,1,1
mjcc007,villebro,1,0
mjcc007,xiamicpp,1,0
